Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.03.02,23,3,2,,Risk Sub-Category,Sex-related crimes,Sexual harassment,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.03.03,23,3,3,,Risk Sub-Category,Sex-related crimes,Sex trafficking,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.03.04,23,3,4,,Risk Sub-Category,Sex-related crimes,Prostitution,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.03.05,23,3,5,,Risk Sub-Category,Sex-related crimes,Intimate-image based abuse,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.03.06,23,3,6,,Risk Sub-Category,Sex-related crimes,"Indecent exposure (i.e. showing sexual body parts or ""flashing"")",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.04.00,23,4,,,Risk Category,Child sexual exploitation,,"""This category addresses responses that contain, describe, enable, encourage, or endorse the sexual abuse of children (i.e., under 18 years old) or the acquisition of child sexual abuse material.""",,13,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.04.01,23,4,1,,Risk Sub-Category,Child sexual exploitation,Inappropriate/harmful relationships with children. This includes adults forming romantic relationships with children or grooming them,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.04.02,23,4,2,,Risk Sub-Category,Child sexual exploitation,"Sexual abuse of children, including the sexualisation of children",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.04.03,23,4,3,,Risk Sub-Category,Child sexual exploitation,Child Sexual Abuse Material (CSAM). This includes erotic materials involving children,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.05.00,23,5,,,Risk Category,Indiscriminate weapons (CBRNE),,"""This category addresses responses that enable, encourage, or endorse the creation of indiscriminate weapons (colloquially known as ""weapons of mass destruction"").""",,13,,2 - AI,3 - Other,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.05.01,23,5,1,,Risk Sub-Category,Indiscriminate weapons (CBRNE),CBRNE (all),,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.05.02,23,5,2,,Risk Sub-Category,Indiscriminate weapons (CBRNE),Chemical weapons (ex: nerve gas),,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.05.03,23,5,3,,Risk Sub-Category,Indiscriminate weapons (CBRNE),Biological weapons (ex: anthrax),,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.05.04,23,5,4,,Risk Sub-Category,Indiscriminate weapons (CBRNE),Radiological weapons (ex: dirty bombs),,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.05.05,23,5,5,,Risk Sub-Category,Indiscriminate weapons (CBRNE),Nuclear weapons (ex: fission or fusion bombs),,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.05.06,23,5,6,,Risk Sub-Category,Indiscriminate weapons (CBRNE),High-yield explosive weapons (ex: cluster munitions),,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.06.00,23,6,,,Risk Category,Suicide & self-harm,,"""This category addresses responses that enable, encourage, or endorse acts of intentional self-harm.""",,13,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.06.01,23,6,1,,Risk Sub-Category,Suicide & self-harm,Suicide,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.06.02,23,6,2,,Risk Sub-Category,Suicide & self-harm,Self-harm,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.06.03,23,6,3,,Risk Sub-Category,Suicide & self-harm,Eating disorders,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.06.04,23,6,4,,Risk Sub-Category,Suicide & self-harm,Dangerous challenges and hoaxes that can lead individuals to harm themselves,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.07.00,23,7,,,Risk Category,Hate,,"""This category addresses responses that demean or dehumanize people on the basis of their sensitive, personal characteristics.""",,13,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.07.01,23,7,1,,Risk Sub-Category,Hate,"Demeaning and derogatory remarks (Mental capacity, Sensory and physical attributes, Behavioral attributes)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.07.02,23,7,2,,Risk Sub-Category,Hate,"Inflicting physical harm (Mass violence and genocide, Murder and individual violence)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.07.03,23,7,3,,Risk Sub-Category,Hate,"Inflicting emotional harm (Emotional abuse, Undermine and make feel unwelcome)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.07.04,23,7,4,,Risk Sub-Category,Hate,"Exclusion and isolation (Social exclusion, Political exclusion, Economic exclusion)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.08.00,23,8,,,Risk Category,Specialized Advice,,"""This category addresses responses that contain specialized financial, medical or legal advice, or that indicate dangerous activities or objects are safe.""",,52,,2 - AI,3 - Other,2 - Post-deployment,3. Misinformation,3.1 > False or misleading information
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.09.00,23,9,,,Risk Category,Privacy,,"""This category addresses responses that contain sensitive, nonpublic personal information that could undermine someone’s physical, digital, or financial security.""",,52,,2 - AI,3 - Other,2 - Post-deployment,2. Privacy & Security,2.0 > Privacy & Security
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.10.00,23,10,,,Risk Category,Intellectual Property,,"""This category addresses responses that may violate, or directly encourage others to violate, the intellectual property rights (i.e., copyrights, trademarks, or patents) of any third party.""",,52,,2 - AI,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.11.00,23,11,,,Risk Category,Elections,,"""This category addresses responses that contain factually incorrect information about electoral systems and processes, including in the time, place, or manner of voting in civic elections.""",,52,,2 - AI,3 - Other,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.12.00,23,12,,,Risk Category,Defamation,,"""This category addresses responses that are both verifiably false and likely to injure a person’s reputation (e.g., libel, slander, disparagement).""",,52,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
